 0.000    0.000000000    0.000000000
 0.010    0.000000000    0.000000000
 0.020    0.000000000    0.000000000
 0.030    0.000000000    0.000000000
 0.040    0.000000000    0.000000000
 0.050    0.000000000    0.000000000
 0.060    0.000000000    0.000000000
 0.070    0.000000000    0.000000000
 0.080    0.000000000    0.000000000
 0.090    0.000000000    0.000000000
 0.100    0.000000000    0.000000000
 0.110    0.000000000    0.000000000
 0.120    0.000000000    0.000000000
 0.130    0.000000000    0.000000000
 0.140    0.000000000    0.000000000
 0.150    0.000000000    0.000000000
 0.160    0.000000000    0.000000000
 0.170    0.000000000    0.000000000
 0.180    0.000000000    0.000000000
 0.190    0.000000000    0.000000000
 0.200    0.000000000    0.000000000
 0.210    0.000000000    0.000000000
 0.220    0.000000000    0.000000000
 0.230    0.000000000    0.000000000
 0.240    0.000000000    0.000000000
 0.250    0.000000000    0.000000000
 0.260    0.000000000    0.000000000
 0.270    0.000000000    0.000000000
 0.280    0.000000000    0.000000000
 0.290    0.000000000    0.000000000
 0.300    0.000000000    0.000000000
 0.310    0.000000000    0.000000000
 0.320    0.000000000    0.000000000
 0.330    0.000000000    0.000000000
 0.340    0.000000000    0.000000000
 0.350    0.000000000    0.000000000
 0.360    0.000000000    0.000000000
 0.370    0.000000000    0.000000000
 0.380    0.000000000    0.000000000
 0.390    0.000000000    0.000000000
 0.400    0.000000000    0.000000000
 0.410    0.000000000    0.000000000
 0.420    0.000000000    0.000000000
 0.430    0.000000000    0.000000000
 0.440    0.000000000    0.000000000
 0.450    0.000000000    0.000000000
 0.460    0.000000000    0.000000000
 0.470    0.000000000    0.000000000
 0.480    0.000000000    0.000000000
 0.490    0.000000000    0.000000000
 0.500    0.000000000    0.000000000
 0.510    0.000000000    0.000000000
 0.520    0.000000000    0.000000000
 0.530    0.000000000    0.000000000
 0.540    0.000000000    0.000000000
 0.550    0.000000000    0.000000000
 0.560    0.000000000    0.000000000
 0.570    0.000000000    0.000000000
 0.580    0.000000000    0.000000000
 0.590    0.000000000    0.000000000
 0.600    0.000000000    0.000000000
 0.610    0.000000000    0.000000000
 0.620    0.000000000    0.000000000
